,tweet
169,"['make', 'sense', 'nah', 'hope', 'say', 'una', 'wear', 'mask', 'least']"
170,"['mazda', 'mask', 'available', 'rep', 'favourite', 'car', 'brand', 'grocery', 'store', 'mall', 'anywhere', 'youd', 'wear', 'mask', 'call', 'peter', 'al', 'get', 'sydneymazda', 'wearyourmask', 'wearamask', 'staysafe']"
171,"['trudeau', 'unsure', 'send', 'child', 'back', 'school', 'poll', 'suggests', 'alone', 'looking', 'school', 'plan', 'looking', 'class', 'size', 'looking', 'kid', 'feeling', 'wearing', 'mask', 'said', 'trudeau', 'bced']"
172,"['wearing', 'mask', 'saved', 'believe', 'completely']"
173,"['another', 'bleeding', 'heart', 'liberal', 'hide', 'behind', 'mask', 'covid', '_19', 'mask', 'bandanna']"
174,"['hope', 'enjoyed', 'time', 'getting', 'nail', 'done', 'every', 'month', 'nail', 'pedicure', 'plexiglas', 'area', 'also', 'wear', 'mask', 'time']"
175,"['nice', 'thing', 'getting', 'use', 'glass', 'fogging', 'wearing', 'mask', 'ill', 'stop', 'complaining', 'little', 'bit', 'fog', 'ski', 'goggles']"
176,"['seen', 'anyone', 'weave', 'full', 'length', 'zztop', 'beard', 'interim', 'mask', 'covid']"
177,"['picked', 'kfc', 'first', 'last', 'time', 'year', 'employee', 'wearing', 'mask', 'shit', 'sake', 'isnt', 'acceptable']"
178,"['also', 'missed', 'sarcasm', 'define', 'expert', 'every', 'keyboard', 'warrior', 'one', 'get', 'tiring', 'dont', 'wear', 'mask', 'wear', 'mask', 'flatten', 'curve', 'wait', 'screwed', 'vaccine', 'right', 'wrong', 'coming', 'expert']"
179,"['adam', 'kinzinger', 'agree', 'gov', 'cant', 'keep', 'handing', 'money', 'make', 'everyone', 'wear', 'mask', 'get', 'virus', 'control', 'like', 'every', 'country', 'get', 'idiot', 'whitehouse', 'get', 'country', 'back', 'track', 'economy', 'start', 'back']"
180,"['u', 'want', 'everyone', 'wear', 'mask', 'maybe', 'u', 'learn', 'wear', 'one', 'properly', 'cover', 'nose', 'even', 'talking', 'leader', 'u', 'say']"
181,"['active', 'case', 'yql', 'month', 'pandemic', 'start', 'enforces', 'bylaw', 'wear', 'mask', 'kind', 'oxymoron', 'dont', 'think', 'boo']"
182,"['im', 'watching', 'debate', 'mask', 'bylaw', 'noticed', 'mask', 'properly', 'hard', 'critique', 'leader', 'arent', 'wearing', 'properly', 'see', 'nostril', 'doesnt', 'fit', 'yql', 'nomasks', 'vote', 'snitchbylaw']"
183,"['lethbridge', 'city', 'council', 'vote', 'passed', 'temporary', 'mandatory', 'maskwearing', 'bylaw', 'monday', 'ill', 'detail', 'information', 'little', 'bit', 'yql']"
184,"['valued', 'lethbridge', 'customer', 'safety', 'protection', 'community', 'city', 'lethbridge', 'ha', 'announced', 'effective', 'immediately', 'wearing', 'face', 'covering', 'mask', 'indoor', 'public', 'area', 'public', 'review', 'new', 'bylaw']"
185,"['click', 'photo', 'whats', 'vote', 'humpback', 'would', 'wear', 'mask', 'staysafe']"
186,"['last', 'designed', 'cool', 'techno', 'mask', 'u', 'wearenfin', 'de', 'modele', 'de', 'mask', 'techno', 'qui', 'sont', 'plus', 'cool', 'adapt', 'harrypotter', 'hat', 'wearamask', 'saguenay', 'qc']"
187,"['ok', 'wearing', 'mask', 'dream']"
188,"['invite', 'come', 'mass', 'gathering', 'people', 'wearing', 'mask', 'limited', 'people', 'sport', 'sign', 'online', 'night', 'worry', 'city', 'well', 'look']"
189,"['think', 'ive', 'seen', 'ive', 'seen', 'kind', 'people', 'wearing', 'mask', 'incorrectly', 'whether', 'covering', 'nose', 'around', 'neck', 'today', 'casino', 'saw', 'kid', 'man', 'wearing', 'maskaround', 'nose', 'nose', 'wow']"
190,"['hot', 'day', 'get', 'thing', 'cool', 'nice', 'lychee', 'juice', 'thai', 'ice', 'coffee', 'thai', 'ivory', 'cuisine', 'bedford', 'hwy', 'bedford', 'call', 'thai', 'going', 'wearing', 'mask', 'possible', 'wash']"
191,"['notice', 'coward', 'wear', 'mask', 'take', 'picture', 'q']"
192,"['spirit', 'wearing', 'mask', 'practising', 'wearing', 'wetherock', 'rpps', 'weareinthistogether', 'ocdsb', 'rockcliffe', 'park', 'public', 'school']"
193,"['man', 'funny', 'guest', 'work', 'complain', 'wear', 'mask', 'theyre', 'table', 'b', 'like', 'wear', 'thing', 'day', 'barely', 'wear', 'min', 'maybe', 'thisll', 'give', 'appreciation', 'server', 'worker']"
194,"['welcome', 'wear', 'mask']"
195,"['halifax', 'really', 'like', 'well', 'stand', 'outside', 'together', 'line', 'socially', 'distanced', 'without', 'mask', 'well', 'put', 'mask', 'go', 'inside', 'dangerous', 'cringe', 'move', 'noteworthy', 'addition', 'people', 'wearing', 'acrylic', 'face', 'shield', 'mask']"
196,"['france', 'well', 'mask', 'requirement', 'sadly', 'widely', 'ignored', 'still', 'interested', 'see', 'effectiveness', 'signsrules', 'like', 'mask', 'underneath', 'nose', 'arent', 'wearing', 'mask', 'still', 'fined', 'kicked']"
197,"['protect', 'others', 'wear', 'mask']"
198,"['guy', 'walking', 'distanced', 'others', 'airport', 'hed', 'need', 'wear', 'mask', 'plane', 'yes', 'wore', 'mask', 'flying', 'nsn', 'amp', 'chc', 'last', 'week', 'even', 'though', 'didnt', 'though', 'airport', 'lounge']"
199,"['even', 'believe', 'covid', 'bad', 'say', 'willing', 'give', 'way', 'lifemasksscared', 'peopleno', 'travelno', 'contact', 'im', 'family', 'take', 'chancesrules', 'formed', 'fear', 'followedcovid', 'lionsnotsheep', 'free']"
200,"['boarder', 'locked', 'love', 'going', 'america', 'time', 'even', 'mean', 'worth', 'doe', 'bother', 'nobody', 'want', 'anyone', 'youze', 'country', 'must', 'sting', 'want', 'hug', 'neighbour', 'wear', 'mask', 'easypeezy']"
201,"['thank', 'representing', 'sport', 'well', 'amp', 'thank', 'decency', 'wear', 'mask']"
202,"['compete', 'season', 'im', 'kinda', 'sure', 'well', 'wear', 'mask']"
203,"['count', 'day', 'normamillers', 'birthday', 'revisiting', 'day', 'norma', 'around', 'world', 'sign', 'covid', 'time', 'wear', 'mask', 'indoors', 'recreation', 'trickeration', 'myottawa', 'ottlrt', 'lyon', 'station', 'ottawa', 'explore', 'urbanart', 'lindyhop', 'solojazz', 'jazz', 'dance']"
204,"['pepper', 'robot', 'reminds', 'visitor', 'wear', 'mask', 'sido']"
205,"['pepper', 'deployed', 'help', 'enforce', 'social', 'distancing', 'mask', 'wearing', 'thanks', 'mask', 'detection', 'feature', 'robot', 'covid', '19']"
206,"['oops', 'forgot', 'change', 'mask', 'guess', 'wearing', 'today', 'wearthemask']"
207,"['finished', 'deluxe', 'covid', 'mask', 'erron', 'black', 'mortal', 'kombat', 'virus', 'isnt', 'going', 'away', 'anytime', 'soon', 'might', 'well', 'fun', 'new', 'normal', 'printed', 'westcoast_cree_ations', 'design']"
208,"['special', 'thai', 'noodle', 'soup', 'thai', 'ivory', 'cuisine', 'bedford', 'hwy', 'bedford', 'call', 'thai', 'going', 'wearing', 'mask', 'possible', 'wash', 'hand', 'often', 'stay', 'safe', 'every', 'one']"
209,"['yup', 'experience', 'going', 'wal', 'mart', 'last', 'night', 'place', 'open', 'parking', 'lot', 'nearly', 'busy', 'usual', 'ton', 'room', 'social', 'distance', 'want', 'wear', 'mask', 'choice', 'le', 'case', 'sk', 'make', 'zero', 'sense']"
210,"['guy', 'honestly', 'let', 'one', 'least', 'theyre', 'wearing', 'mask']"
211,"['quebec', 'distancing', 'among', 'student', 'class', 'teacher', 'wear', 'mask', 'visor', 'within', 'student']"
212,"['wa', 'antigonish', 'last', 'night', 'eating', 'restaurant', 'dozen', 'stfx', 'student', 'came', 'almost', 'half', 'werent', 'wearing', 'mask']"
213,"['fresh', 'salad', 'roll', 'great', 'sunny', 'dayonly', 'thai', 'ivory', 'cuisine', 'bedford', 'hwy', 'bedford', 'call', 'thai', 'going', 'wearing', 'mask', 'possible', 'wash', 'hand', 'often', 'stay', 'safe', 'every']"
214,"['patriotic', 'wear', 'mask', 'must', 'life', 'jacket', 'oh', 'irony']"
215,"['interesting', 'many', 'people', 'showed', 'quebec', 'city', 'today', 'everywhere', 'wa', 'crowded', 'wa', 'pm', 'use', 'sure', 'really', 'like', 'surrounded', 'people', 'wearing', 'mask']"
216,"['okay', 'going', 'sex', 'wearing', 'mask', 'new', 'normal']"
217,"['try', 'crispy', 'stir', 'fry', 'thai', 'ivory', 'cuisine', 'bedford', 'hwy', 'bedford', 'call', 'thai', 'going', 'wearing', 'mask', 'possible', 'wash', 'hand', 'often', 'stay', 'safe', 'every', 'one']"
218,"['move', 'indoors', 'need', 'take', 'every', 'precaution', 'keep', 'safe', 'maskwearing', 'encouraged', 'museum', 'visit', 'upper', 'level', 'open', 'long', 'warm', 'enough', 'still', 'time', 'check', 'geo', 'building', 'fire', 'truck', 'cpr', 'caboose', 'etc']"
219,"['happy', 'labour', 'day', 'let', 'find', 'nice', 'place', 'dinner', 'family', 'holiday', 'thai', 'ivory', 'cuisine', 'bedford', 'hwy', 'bedford', 'call', 'thai', 'going', 'wearing', 'mask', 'possible', 'wash']"
220,"['people', 'driving', 'car', 'wearing', 'mask', 'one', 'else', 'car', 'wyd']"
221,"['wedding', 'guest', 'mask', '=', 'covid', 'case', 'minnesota', 'county', '|', 'grand', 'fork', 'herald']"
222,"['wishing', 'student', 'best', 'start', 'new', 'school', 'year', 'today', 'happy', 'safe', 'remember', 'kind', 'wear', 'mask', 'wash', 'hand', 'halifax', 'nova', 'scotia']"
223,"['wear', 'mask', 'talk', 'clearly', 'added', 'mask']"
224,"['wear', 'face', 'bracket', 'mask', 'talk', 'clearly']"
225,"['try', 'thai', 'crispy', 'chicken', 'thai', 'ivory', 'cuisine', 'bedford', 'hwy', 'bedford', 'call', 'thai', 'going', 'wearing', 'mask', 'possible', 'wash', 'hand', 'often', 'stay', 'safe', 'every', 'one']"
226,"['group', 'antimaskers', 'come', 'lethbridge', 'city', 'hall', 'tuesday', 'afternoon', 'protest', 'city', 'temporary', 'mandatory', 'face', 'covering', 'bylaw', 'spokesman', 'lee', 'mein', 'say', 'scientific', 'evidence', 'wearing', 'mask', 'mayor', 'spearman', 'amp', 'councillor', 'left', 'council', 'chamber', 'yql']"
227,"['couldnt', 'tell', 'wa', 'wearing', 'mask']"
228,"['try', 'chili', 'fish', 'thai', 'ivory', 'cuisine', 'bedford', 'hwy', 'bedford', 'call', 'thai', 'going', 'wearing', 'mask', 'possible', 'wash', 'hand', 'often', 'stay', 'safe', 'every', 'one', 'online', 'order']"
229,"['shouldnt', 'problem', 'little', 'fludont', 'need', 'wear', 'maskdoesnt', 'even', 'existmadeup', 'story', 'medium', 'big', 'business']"
230,"['wear', 'mask', 'moment', 'leave', 'hotel', 'room', 'isolation', 'least', 'time', 'arrive', 'back', 'plane']"
231,"['take', 'precaution', 'prevent', 'pregnancy', 'listen', 'expert', 'say', 'dont', 'infect', 'salmonella', 'dont', 'shit', 'kitchen', 'floor', 'leave', 'thats', 'gross', 'make', 'people', 'sick', 'cant', 'wear', 'fucking', 'mask']"
232,"['back', 'schoolwrll', 'way', 'may', 'new', 'challenge', 'little', 'un', 'wearing', 'mask', 'glass', 'lens', 'cloth', 'make', 'big', 'difference', 'office', 'ready', 'picked', 'fogblocker', 'backtoschool', 'ocean', 'optometry']"
233,"['thatd', 'cool', 'perhaps', 'even', 'next', 'aussie', 'green', 'jersey', 'winner', 'im', 'bit', 'partial', 'green', 'love', 'pic', 'wearing', 'mask', 'beardy', 'make', 'hard', 'spotthebeard']"
234,"['japan', 'ha', 'always', 'aggressively', 'adopted', 'mask', 'wearing', 'plus', 'limit', 'large', 'gathering']"
235,"['actually', 'wa', 'fan', 'naomi', 'osaka', 'saw', 'wearing', 'george', 'floyd', 'face', 'mask', 'match', 'interview', 'week', 'ffs', 'im', 'done']"
236,"['great', 'big', 'good', 'morning', 'steve', 'hope', 'day', 'find', 'safe', 'well', 'terrific', 'friday', 'wonderful', 'weekend', 'start', 'another', 'premiere', 'league', 'season', 'great', 'weekend', 'everyone', 'stay', 'safe', 'keep', 'well', 'wear', 'mask', 'cheer']"
237,"['thanks', 'sharon', 'hope', 'great', 'friday', 'may', 'simply', 'lovely', 'weekend', 'start', 'premiere', 'league', 'wow', 'seem', 'like', 'yesterday', 'stay', 'safe', 'well', 'everyone', 'please', 'wear', 'mask', 'around', 'cheer']"
238,"['team', 'stunting', 'mask', 'since', 'month', 'everyones', 'fine', 'intelligent', 'enough', 'go', 'easy', 'youre', 'used', 'practice', 'doesnt', 'become', 'impossible', 'wear', 'mask', 'train']"
239,"['leader', 'simply', 'wearing', 'mask', 'supporter', 'also']"
240,"['wearing', 'mask']"
241,"['maudit', 'masquerader', 'wear', 'mask', 'save', 'life', 'deport', 'la', 'floride']"
242,"['havent', 'made', 'decision', 'yet', 'suspect', 'allowed', 'dont', 'see', 'many', 'people', 'wearing', 'mask']"
243,"['trump', 'rally', 'weird', 'circle', 'jerk', 'much', 'love', 'america', 'anything', 'protect', 'weird', 'country', 'wont', 'wear', 'mask', 'protect', 'others', 'yall', 'fucked']"
244,"['nunavut', 'territory', 'span', 'arctic', 'ha', 'road', 'south', 'since', 'march', 'wk', 'quarantine', 'resident', 'travel', 'inout', 'govt', 'pay', 'hotel', 'r', 'except', 'must', 'wear', 'mask', 'limit', 'movemnt', 'covid', 'case', 'one', 'loosin', 'mind', 'right']"
245,"['wear', 'stupid', 'mask', 'reasonprobably', 'kag']"
246,"['retailer', 'mask', 'wearing', 'requirement', 'enforce', 'policy', 'mask', 'shop', 'somewhere', 'else', 'walmart', 'superstore', 'list', 'go']"
247,"['another', 'challenge', 'wear', 'mask', 'still', 'parade', 'around', 'naked', 'bet', 'people', 'would', 'go', 'way', 'avoid', 'well', 'perhaps', 'police', 'mental', 'health', 'people']"
248,"['question', 'friday', 'night', 'onair', 'comment', 'mask', 'wearingyes', 'im', 'still', 'yes', 'wear', 'asked', 'required', 'gobulldogs', 'wps']"
249,"['someone', 'compared', 'wearing', 'mask', 'george', 'floyd', 'shocked']"
250,"['must', 'nice', 'issue', 'wearing', 'mask', 'something', 'would', 'angry']"
251,"['believe', 'local', 'pub', 'go', 'drink', 'stand', 'elbow', 'elbow', 'bar', 'eat', 'sit', 'side', 'bar', 'stool', 'sit', 'table', 'mask', 'want', 'play', 'pool', 'ft', 'table', 'must', 'wear', 'mask', 'wtf', 'sign', 'post', 'aheadtwilight', 'zone']"
252,"['defendalbertaparks', 'wear', 'mask', 'canmore', 'alberta']"
253,"['well', 'president', 'tell', 'missing', 'foot', 'putt', 'equates', 'shooting', 'guy', 'back', 'timesi', 'guess', 'may', 'think', 'wearing', 'mask', 'like', 'knee', 'throat', 'minute', 'die', 'idiotinchief']"
254,"['whats', 'difference', 'mask', 'wear', 'wont', 'get', 'hospital', 'see', 'loved', 'one', 'exact', 'mask', 'kid', 'wear', 'get', 'school']"
255,"['texted', 'picture', 'wheel', 'customer', 'could', 'send', 'husband', 'get', 'text', 'back', 'talking', 'shit', 'thinking', 'wa', 'husband', 'im', 'glad', 'im', 'wearing', 'mask', 'im', 'trying', 'hold', 'laugh']"
256,"['lol', 'wearing', 'mask', 'responsibility', 'dont', 'tell', 'family', 'people', 'died', 'mask', 'nothing', 'protect', 'please', 'reserch', 'evidence']"
257,"['must', 'wear', 'mask', 'metaphorically', 'speaking', 'doe', 'mean', 'challenge', 'life', 'temporary', 'meaning', 'purpose', 'promise', 'matter', 'hidden', 'others', 'revealed', 'god', 'know', 'amp', 'intention', 'live']"
258,"['tell', 'ppl', 'flogged', 'wearing', 'mask', 'since', 'colour', 'longer', 'longer', 'issue', 'need', 'good', 'flogging', 'tie', 'lamp', 'post', 'amp', 'strike', 'every', 'dumb', 'thing', 'ever', 'said', 'see', 'last', 'sorry', 'offended', 'anyone']"
259,"['apology', 'charles', 'wanting', 'hijack', 'tweet', 'arent', 'going', 'wear', 'mask', 'think', 'virus', 'ha', 'magically', 'disappeared', 'going', 'orange', 'yellow']"
260,"['wa', 'see', 'mother', 'wanted', 'wear', 'mask', 'paper', 'one', 'instead', 'ply', 'cloth', 'one', 'think', 'make', 'look', 'like', 'daffy', 'duck', 'one', 'muffets', 'good', 'visit', 'today', 'remember', 'wa']"
261,"['dont', 'see', 'problem', 'long', 'people', 'follow', 'guideline', 'social', 'distancing', 'wearing', 'mask', 'going', 'grocery', 'store']"
262,"['youre', 'selfish', 'arsehole', 'ashamed', 'everyone', 'people', 'wearing', 'mask', 'keep', 'others', 'safe']"
263,"['im', 'surprised', 'didnt', 'catch', 'yet', 'im', 'weak', 'sending', 'good', 'vibe', 'may', 'people', 'wear', 'mask']"
264,"['ok', 'peep', 'deal', 'difference', 'bw', 'wearing', 'mask', 'amp', 'wearing', 'besides', 'fact', 'either', 'life', 'amp', 'death', 'wait', 'yes', 'difference', 'canada', 'amp', 'well', 'americaussoontoberussias', 'bitch', 'wear', 'ing', 'mask', 'want', 'boarder', 'open']"
265,"['man', 'wearing', 'mask', 'american', 'flag', 'asked', 'remove', 'flight', 'attendant', 'call', 'police', 'trumplandslidevictory']"
266,"['look', 'mandatory', 'since', 'july', 'one', 'dead', 'wearing', 'mask', 'act', 'humanism', 'act', 'wellbeing', 'others']"
267,"['seriously', 'someone', 'need', 'teach', 'coach', 'ref', 'wear', 'mask', 'doesnt', 'cover', 'nose', 'mouth', 'amp', 'chin', 'worthless', 'enforce', 'rule', 'savelives', 'wearthedamnmask']"
268,"['hello', 'fellow', 'friend', 'daily', 'truth', 'promised', 'canada', 'v', 'u', 'miss', 'wear', 'mask', 'let', 'see', 'new', 'year', 'saved', 'want', 'party']"
269,"['way', 'bill', 'belichick', 'wearing', 'mask', 'perfect', 'example', 'struggle', 'following', 'rule', 'also', 'try', 'find', 'way', 'circumvent', 'smh']"
270,"['rawleys', 'gr', 'memory', 'beno', 'school', 'sport', 'wear', 'mask', 'day', 'even', 'class', 'stand', 'square', 'recess', 'instead', 'gr', 'boy', 'thing', 'dont', 'talk', 'friend', 'hallway', 'kid']"
271,"['dont', 'know', 'continue', 'wear', 'mask', 'given', 'many', 'people', 'public', 'may', 'contagious', 'even', 'drugstore', 'test', 'centre', 'dont', 'mean', 'callous']"
272,"['must', 'wear', 'mask', 'banff', 'covid', '_19', 'banff', 'alberta']"
273,"['thank', 'god', 'im', 'canada', 'majority', 'people', 'arent', 'idiot', 'wearing', 'damn', 'mask']"
274,"['covid', 'strong', 'loldo', 'love', 'cute', 'mask', 'though', 'covid', '19', 'mcdonalds', 'canada']"
275,"['great', 'physical', 'distancing', 'im', 'sure', 'told', 'wear', 'mask', 'stay', 'safe', 'socialdistancing', 'mask', 'staysafe', 'covididiots']"
276,"['could', 'wear', 'mask', 'made', 'miss', 'panty', 'still', 'pathetic', 'trump', 'encouraging', 'people', 'wear', 'one', 'go', 'spread', 'virus', 'kill', 'many', 'people']"
277,"['coach', 'fined', 'k', 'team', 'fined', 'k', 'wearing', 'mask', 'nfl', 'isnt', 'fckin', 'around']"
278,"['stand', 'boulevard', 'photo', 'safe', 'quiet', 'town', 'mask', 'wearing', 'everywhere']"
279,"['leader', 'doe', 'second', 'wave', 'upon', 'u', 'address', 'nation', 'call', 'u', 'come', 'together', 'nation', 'wear', 'mask', 'keep', 'distance', 'wash', 'hand', 'let', 'stop', 'spread', 'leadership', 'covid', '19', 'stopthespread']"
280,"['long', 'day', 'mayor', 'jwatz', 'rest', 'barber', 'polesupporters', 'wear', 'mask', 'stay', 'safe', 'sixonethree', 'yow']"
281,"['relaxed', 'maskwearing', 'regulation', 'employee', 'wa', 'shocked', 'see', 'little', 'employee', 'wearing', 'mask', 'even', 'woman', 'helping', 'deli', 'cutting', 'meat', 'wasnt', 'wearing', 'one', 'disappointing']"
282,"['disappointing', 'see', 'utter', 'disregard', 'covid', 'community', 'im', 'wondering', 'many', 'positive', 'covid', '19', 'case', 'need', 'start', 'proactive', 'like', 'many', 'neighboring', 'town', 'city', 'require', 'mask', 'use', 'public', 'place']"
283,"['question', 'arent', 'mp', 'house', 'common', 'showing', 'leadership', 'wearing', 'mask', 'seated', 'desk', 'like', 'mpps', 'ontario', 'legislature', 'elected', 'leader', 'must', 'set', 'example']"
284,"['people', 'wear', 'mask', 'profile', 'photo', 'either', 'idiot', 'poser', 'likely']"
285,"['covid', 'rule', 'game', 'bump', 'end', 'week', 'great', 'time', 'think', 'outside', 'box', 'innovative', 'basic', 'adjustment', 'game', 'everyone', 'wear', 'mask', 'us', 'ball', 'bumping', 'ball', 'allowed']"
286,"['fun', 'story', 'cute', 'guy', 'got', 'snapchat', 'wa', 'work', 'wa', 'wearing', 'mask', 'sent', 'picture', 'face', 'wo', 'said', 'mask', 'said', 'wa', 'going', 'sleep', 'never', 'snapped']"
