,tweet
3652,"['got', 'shot', 'got', 'covid', 'least', 'already', 'mask', 'wearing', 'fit', 'healthy', 'set', 'chair', 'cluster', 'sometimes', 'gotta', 'live', 'life', 'firework']"
3653,"['every', 'person', 'know', 'real', 'life', 'fully', 'vaccinated', 'wear', 'mask', 'still', 'covid', 'free', 'knock', 'wood']"
3654,"['wishing', 'well', 'yes', 'share', 'sentiment', 'wear', 'freaking', 'mask']"
3655,"['plz', 'wear', 'yall', 'mask', 'sht', 'getting', 'real']"
3656,"['triple', 'vaxxed', 'never', 'stopped', 'wearing', 'mask', 'indoors', 'far', 'good']"
3657,"['guess', 'everyone', 'know', 'young', 'old', 'vaxed', 'boosted', 'careful', 'eating', 'side', 'resting', 'wearing', 'good', 'mask']"
3658,"['kid', 'district', 'west', 'mi', 'sent', 'email', 'removing', 'mask', 'mandate', 'starting', 'christmas', 'break', 'month', 'ago', 'close', 'week', 'covid', 'im', 'assuming', 'closed', 'soon']"
3659,"['watching', 'baby', 'get', 'sick', 'make', 'feel', 'like', 'youve', 'failed', 'parent', 'didnt', 'sleep', 'infant', 'positive', 'test', 'wa', 'sick', 'amp', 'wa', 'dad', 'caring', 'wa', 'doubly', 'stressful', 'vaxxedboosted', 'wore', 'mask', 'barely', 'left', 'house', 'still', 'got', 'covid']"
3660,"['vaccinated', 'sophie', 'booster', 'shot', 'ever', 'tested', 'organized', 'rat', 'wear', 'mask', 'sometimes', 'family', 'able', 'take', 'measure', 'protect', 'amp', 'others', 'covid', 'statistic', 'count']"
3661,"['lol', 'move', 'goal', 'post', 'weve', 'vaccine', 'year', 'wear', 'mask', 'inside', 'able', 'walk', 'restaurant', 'without', 'one', 'city', 'kept', 'restaurant', 'closed', 'longer', 'city', 'ensure', 'social', 'distancing']"
3662,"['went', 'bar', 'nyc', 'week', 'wa', 'packed', 'nobody', 'wearing', 'mask', 'nobody', 'checking', 'vac', 'card', 'deblasios', 'word', 'ring', 'hollow', 'nyc', 'people']"
3663,"['blood', 'hand', 'maybe', 'let', 'kid', 'wear', 'mask', 'school', 'huh']"
3664,"['town', 'north', 'bergen', 'issue', 'mask', 'mandate', 'expands', 'covid', '19', 'testing', 'vaccination', 'lt', 'class', '=', 'tdpostsubtitlegtthe', 'township', 'ha', 'upped', 'ante', 'mitigate', 'virus', 'amid', 'recent', 'surgeltpgt', 'via']"
3665,"['youre', 'supposed', 'wear', 'mask', 'drinking', 'eating', 'check', 'cdc', 'guideline', 'doesnt', 'matter', 'support', 'people', 'like', 'aoc', 'wont', 'quarantine', 'distance', 'mask']"
3666,"['would', 'let', 'put', 'surgical', 'mask', 'n', 'ive', 'place', 'make', 'take', 'new', 'mask', 'put', 'theyve', 'never', 'said', 'anything', 'put', 'one', 'im', 'wearing']"
3667,"['piece', 'trash', 'sent', 'executive', 'order', 'stopping', 'mask', 'mandate', 'filed', 'multiple', 'suit', 'block', 'vaccination', 'mandate', 'downplayed', 'danger', 'covid', 'everything', 'possible', 'hinder', 'biden', 'action', 'fucker', 'want', 'help']"
3668,"['like', 'teenager', 'wearing', 'face', 'mask', 'chin']"
3669,"['think', 'aoc', 'ha', 'supported', 'policy', 'requires', 'people', 'wear', 'mask', 'eating', 'hahahahahaha']"
3670,"['got', 'backing', 'dancer', 'yes', 'theyre', 'dont', 'worry', 'theyll', 'wearing', 'mask', 'face']"
3671,"['one', 'theater', 'wearing', 'mask', 'im', 'gonna', 'keel']"
3672,"['aaanndddd', 'feeling', 'surge', 'ok', 'wash', 'hand', 'wear', 'mask', 'want', 'able', 'travel']"
3673,"['corsi', 'box', 'kid', 'wear', 'mask', 'time', 'change', 'lunch', 'room', 'outdoors', 'eg', 'picnic', 'table', 'smaller', 'class']"
3674,"['covid', 'case', 'time', 'high', 'im', 'seeing', 'people', 'without', 'mask', 'point', 'pandemic', 'several', 'coughing', 'lung', 'really', 'ignorance', 'malice']"
3675,"['ok', 'explain', 'never', 'go', 'except', 'school', 'wear', 'mask', 'even', 'lunch', 'yet', 'got', 'covid']"
3676,"['postal', 'service', 'employee', 'required', 'wear', 'cloth', 'face', 'covering', 'mask', 'mandatory', 'support', 'local', 'state', 'face', 'covering', 'directive', 'order', 'facility', 'social', 'distancing', 'cannot', 'maintained']"
3677,"['celebrating', 'kind', 'way', 'today', 'must', 'drink', 'etc', 'please', 'drive', 'designate', 'driver', 'arrive', 'care', 'absolutely', 'wear', 'mask', 'glove', 'full', 'hazmat', 'suit', 'whatever', 'within', 'reason', 'law', 'try', 'remain', 'safe', 'healthy']"
3678,"['work', 'canada', 'never', 'real', 'lockdown', 'mask', 'mandate', 'get', 'shot', 'cant', 'get', 'covid', 'turned', 'bullshit']"
3679,"['seen', 'mask', 'wear', 'warm', 'smile', 'mask', 'pain', 'shield', 'may', 'afflicted', 'apparent', 'weakness']"
3680,"['blood', 'hand', 'maybe', 'let', 'kid', 'wear', 'mask', 'school', 'huh']"
3681,"['went', 'bar', 'nyc', 'week', 'wa', 'packed', 'nobody', 'wearing', 'mask', 'nobody', 'checking', 'vac', 'card', 'deblasios', 'word', 'ring', 'hollow', 'nyc', 'people']"
3682,"['lol', 'move', 'goal', 'post', 'weve', 'vaccine', 'year', 'wear', 'mask', 'inside', 'able', 'walk', 'restaurant', 'without', 'one', 'city', 'kept', 'restaurant', 'closed', 'longer', 'city', 'ensure', 'social', 'distancing']"
3683,"['vaccinated', 'sophie', 'booster', 'shot', 'ever', 'tested', 'organized', 'rat', 'wear', 'mask', 'sometimes', 'family', 'able', 'take', 'measure', 'protect', 'amp', 'others', 'covid', 'statistic', 'count']"
3684,"['watching', 'baby', 'get', 'sick', 'make', 'feel', 'like', 'youve', 'failed', 'parent', 'didnt', 'sleep', 'infant', 'positive', 'test', 'wa', 'sick', 'amp', 'wa', 'dad', 'caring', 'wa', 'doubly', 'stressful', 'vaxxedboosted', 'wore', 'mask', 'barely', 'left', 'house', 'still', 'got', 'covid']"
3685,"['doe', 'die', 'hard', 'mask', 'wearing', 'liberal', 'think', 'past', 'two', 'year', 'really', 'think', 'virus', 'threat', 'party', 'hand', 'manipulating', 'dem', 'voter', 'say', 'behind', 'closed', 'door']"
3686,"['alabama', 'low', 'quality', 'im', 'doctor', 'multiple', 'people', 'asking', 'covid', 'test', 'doctor', 'arent', 'even', 'wearing', 'mask', 'yall', 'nasty']"
3687,"['masculine', 'urge', 'wear', 'mask', 'significant', 'doe']"
3688,"['doubt', 'mind', 'covid', 'still', 'u', 'moron', 'antivax', 'anti', 'mask', 'movement']"
3689,"['youre', 'supposed', 'wear', 'mask', 'drinking', 'eating', 'check', 'cdc', 'guideline', 'doesnt', 'matter', 'support', 'people', 'like', 'aoc', 'wont', 'quarantine', 'distance', 'mask']"
3690,"['top', 'working', 'covid', 'meant', 'daily', 'testing', 'well', 'hour', 'wearing', 'mask', 'goggles', 'wa', 'miserable', 'wa', 'drinking', 'sleeping', 'le', 'wasnt', 'great', 'mood', 'ha', 'improved', 'dramatically', 'since', 'finishing', 'im', 'still', 'proud', 'work']"
3691,"['service', 'worker', 'vaxed', 'wearing', 'mask', 'celebrity', 'arent', 'covid', '19', 'class', 'warfare', 'wake', 'vaxed', 'get', 'tested', 'every', 'three', 'day', 'doesnt', 'matter', 'vaccinated', 'honey']"
3692,"['feel', 'like', 'people', 'wearing', 'mask', 'underneath', 'nose', 'like', 'way', 'normalized', 'reason', 'please', 'publicly', 'shaming', 'ppl', 'lol']"
3693,"['every', 'person', 'know', 'real', 'life', 'fully', 'vaccinated', 'wear', 'mask', 'still', 'covid', 'free', 'knock', 'wood']"
3694,"['wishing', 'well', 'yes', 'share', 'sentiment', 'wear', 'freaking', 'mask']"
3695,"['plz', 'wear', 'yall', 'mask', 'sht', 'getting', 'real']"
3696,"['guess', 'everyone', 'know', 'young', 'old', 'vaxed', 'boosted', 'careful', 'eating', 'side', 'resting', 'wearing', 'good', 'mask']"
3697,"['town', 'north', 'bergen', 'issue', 'mask', 'mandate', 'expands', 'covid', '19', 'testing', 'vaccination', 'lt', 'class', '=', 'tdpostsubtitlegtthe', 'township', 'ha', 'upped', 'ante', 'mitigate', 'virus', 'amid', 'recent', 'surgeltpgt', 'via']"
3698,"['kid', 'district', 'west', 'mi', 'sent', 'email', 'removing', 'mask', 'mandate', 'starting', 'christmas', 'break', 'month', 'ago', 'close', 'week', 'covid', 'im', 'assuming', 'closed', 'soon']"
3699,"['got', 'shot', 'got', 'covid', 'least', 'already', 'mask', 'wearing', 'fit', 'healthy', 'set', 'chair', 'cluster', 'sometimes', 'gotta', 'live', 'life', 'firework']"
3700,"['doubt', 'mind', 'covid', 'still', 'u', 'moron', 'antivax', 'anti', 'mask', 'movement']"
3701,"['masculine', 'urge', 'wear', 'mask', 'significant', 'doe']"
3702,"['alabama', 'low', 'quality', 'im', 'doctor', 'multiple', 'people', 'asking', 'covid', 'test', 'doctor', 'arent', 'even', 'wearing', 'mask', 'yall', 'nasty']"
3703,"['one', 'theater', 'wearing', 'mask', 'im', 'gonna', 'keel']"
3704,"['aaanndddd', 'feeling', 'surge', 'ok', 'wash', 'hand', 'wear', 'mask', 'want', 'able', 'travel']"
3705,"['corsi', 'box', 'kid', 'wear', 'mask', 'time', 'change', 'lunch', 'room', 'outdoors', 'eg', 'picnic', 'table', 'smaller', 'class']"
3706,"['covid', 'case', 'time', 'high', 'im', 'seeing', 'people', 'without', 'mask', 'point', 'pandemic', 'several', 'coughing', 'lung', 'really', 'ignorance', 'malice']"
3707,"['ok', 'explain', 'never', 'go', 'except', 'school', 'wear', 'mask', 'even', 'lunch', 'yet', 'got', 'covid']"
3708,"['postal', 'service', 'employee', 'required', 'wear', 'cloth', 'face', 'covering', 'mask', 'mandatory', 'support', 'local', 'state', 'face', 'covering', 'directive', 'order', 'facility', 'social', 'distancing', 'cannot', 'maintained']"
3709,"['celebrating', 'kind', 'way', 'today', 'must', 'drink', 'etc', 'please', 'drive', 'designate', 'driver', 'arrive', 'care', 'absolutely', 'wear', 'mask', 'glove', 'full', 'hazmat', 'suit', 'whatever', 'within', 'reason', 'law', 'try', 'remain', 'safe', 'healthy']"
3710,"['work', 'canada', 'never', 'real', 'lockdown', 'mask', 'mandate', 'get', 'shot', 'cant', 'get', 'covid', 'turned', 'bullshit']"
3711,"['seen', 'mask', 'wear', 'warm', 'smile', 'mask', 'pain', 'shield', 'may', 'afflicted', 'apparent', 'weakness']"
3712,"['blood', 'hand', 'maybe', 'let', 'kid', 'wear', 'mask', 'school', 'huh']"
3713,"['went', 'bar', 'nyc', 'week', 'wa', 'packed', 'nobody', 'wearing', 'mask', 'nobody', 'checking', 'vac', 'card', 'deblasios', 'word', 'ring', 'hollow', 'nyc', 'people']"
3714,"['lol', 'move', 'goal', 'post', 'weve', 'vaccine', 'year', 'wear', 'mask', 'inside', 'able', 'walk', 'restaurant', 'without', 'one', 'city', 'kept', 'restaurant', 'closed', 'longer', 'city', 'ensure', 'social', 'distancing']"
3715,"['vaccinated', 'sophie', 'booster', 'shot', 'ever', 'tested', 'organized', 'rat', 'wear', 'mask', 'sometimes', 'family', 'able', 'take', 'measure', 'protect', 'amp', 'others', 'covid', 'statistic', 'count']"
3716,"['watching', 'baby', 'get', 'sick', 'make', 'feel', 'like', 'youve', 'failed', 'parent', 'didnt', 'sleep', 'infant', 'positive', 'test', 'wa', 'sick', 'amp', 'wa', 'dad', 'caring', 'wa', 'doubly', 'stressful', 'vaxxedboosted', 'wore', 'mask', 'barely', 'left', 'house', 'still', 'got', 'covid']"
3717,"['kid', 'district', 'west', 'mi', 'sent', 'email', 'removing', 'mask', 'mandate', 'starting', 'christmas', 'break', 'month', 'ago', 'close', 'week', 'covid', 'im', 'assuming', 'closed', 'soon']"
3718,"['town', 'north', 'bergen', 'issue', 'mask', 'mandate', 'expands', 'covid', '19', 'testing', 'vaccination', 'lt', 'class', '=', 'tdpostsubtitlegtthe', 'township', 'ha', 'upped', 'ante', 'mitigate', 'virus', 'amid', 'recent', 'surgeltpgt', 'via']"
3719,"['guess', 'everyone', 'know', 'young', 'old', 'vaxed', 'boosted', 'careful', 'eating', 'side', 'resting', 'wearing', 'good', 'mask']"
3720,"['triple', 'vaxxed', 'never', 'stopped', 'wearing', 'mask', 'indoors', 'far', 'good']"
3721,"['would', 'let', 'put', 'surgical', 'mask', 'n', 'ive', 'place', 'make', 'take', 'new', 'mask', 'put', 'theyve', 'never', 'said', 'anything', 'put', 'one', 'im', 'wearing']"
3722,"['service', 'worker', 'vaxed', 'wearing', 'mask', 'celebrity', 'arent', 'covid', '19', 'class', 'warfare', 'wake', 'vaxed', 'get', 'tested', 'every', 'three', 'day', 'doesnt', 'matter', 'vaccinated', 'honey']"
3723,"['piece', 'trash', 'sent', 'executive', 'order', 'stopping', 'mask', 'mandate', 'filed', 'multiple', 'suit', 'block', 'vaccination', 'mandate', 'downplayed', 'danger', 'covid', 'everything', 'possible', 'hinder', 'biden', 'action', 'fucker', 'want', 'help']"
3724,"['doe', 'die', 'hard', 'mask', 'wearing', 'liberal', 'think', 'past', 'two', 'year', 'really', 'think', 'virus', 'threat', 'party', 'hand', 'manipulating', 'dem', 'voter', 'say', 'behind', 'closed', 'door']"
3725,"['masculine', 'urge', 'wear', 'mask', 'significant', 'doe']"
3726,"['got', 'backing', 'dancer', 'yes', 'theyre', 'dont', 'worry', 'theyll', 'wearing', 'mask', 'face']"
3727,"['doubt', 'mind', 'covid', 'still', 'u', 'moron', 'antivax', 'anti', 'mask', 'movement']"
3728,"['top', 'working', 'covid', 'meant', 'daily', 'testing', 'well', 'hour', 'wearing', 'mask', 'goggles', 'wa', 'miserable', 'wa', 'drinking', 'sleeping', 'le', 'wasnt', 'great', 'mood', 'ha', 'improved', 'dramatically', 'since', 'finishing', 'im', 'still', 'proud', 'work']"
3729,"['feel', 'like', 'people', 'wearing', 'mask', 'underneath', 'nose', 'like', 'way', 'normalized', 'reason', 'please', 'publicly', 'shaming', 'ppl', 'lol']"
3730,"['got', 'shot', 'got', 'covid', 'least', 'already', 'mask', 'wearing', 'fit', 'healthy', 'set', 'chair', 'cluster', 'sometimes', 'gotta', 'live', 'life', 'firework']"
3731,"['every', 'person', 'know', 'real', 'life', 'fully', 'vaccinated', 'wear', 'mask', 'still', 'covid', 'free', 'knock', 'wood']"
3732,"['wishing', 'well', 'yes', 'share', 'sentiment', 'wear', 'freaking', 'mask']"
3733,"['plz', 'wear', 'yall', 'mask', 'sht', 'getting', 'real']"
3734,"['youre', 'supposed', 'wear', 'mask', 'drinking', 'eating', 'check', 'cdc', 'guideline', 'doesnt', 'matter', 'support', 'people', 'like', 'aoc', 'wont', 'quarantine', 'distance', 'mask']"
3735,"['meanwhile', 'dont', 'wear', 'mask', 'protect']"
3736,"['doctor', 'need', 'people', 'speak', 'want', 'vax', 'ask', 'dont', 'want', 'wear', 'mask', 'able', 'need', 'joe', 'schmo', 'speaking', 'behalf', 'personal', 'health']"
3737,"['dont', 'always', 'wear', 'mask', 'protect']"
3738,"['got', 'shot', 'got', 'covid', 'least', 'already', 'mask', 'wearing', 'fit', 'healthy', 'set', 'chair', 'cluster', 'sometimes', 'gotta', 'live', 'life', 'firework']"
3739,"['every', 'person', 'know', 'real', 'life', 'fully', 'vaccinated', 'wear', 'mask', 'still', 'covid', 'free', 'knock', 'wood']"
3740,"['think', 'aoc', 'ha', 'supported', 'policy', 'requires', 'people', 'wear', 'mask', 'eating', 'hahahahahaha']"
3741,"['like', 'teenager', 'wearing', 'face', 'mask', 'chin']"
3742,"['dont', 'always', 'wear', 'mask', 'protect']"
3743,"['doctor', 'need', 'people', 'speak', 'want', 'vax', 'ask', 'dont', 'want', 'wear', 'mask', 'able', 'need', 'joe', 'schmo', 'speaking', 'behalf', 'personal', 'health']"
3744,"['feel', 'like', 'people', 'wearing', 'mask', 'underneath', 'nose', 'like', 'way', 'normalized', 'reason', 'please', 'publicly', 'shaming', 'ppl', 'lol']"
3745,"['meanwhile', 'dont', 'wear', 'mask', 'protect']"
3746,"['hope', 'two', 'okay', 'feel', 'better', 'soon', 'im', 'tail', 'end', 'well', 'point', 'cant', 'blame', 'cautious', 'much', 'get', 'around', 'vaccination', 'people', 'wont', 'wear', 'mask', 'protect', 'others']"
3747,"['triple', 'vaxxed', 'never', 'stopped', 'wearing', 'mask', 'indoors', 'far', 'good']"
3748,"['would', 'let', 'put', 'surgical', 'mask', 'n', 'ive', 'place', 'make', 'take', 'new', 'mask', 'put', 'theyve', 'never', 'said', 'anything', 'put', 'one', 'im', 'wearing']"
3749,"['service', 'worker', 'vaxed', 'wearing', 'mask', 'celebrity', 'arent', 'covid', '19', 'class', 'warfare', 'wake', 'vaxed', 'get', 'tested', 'every', 'three', 'day', 'doesnt', 'matter', 'vaccinated', 'honey']"
3750,"['piece', 'trash', 'sent', 'executive', 'order', 'stopping', 'mask', 'mandate', 'filed', 'multiple', 'suit', 'block', 'vaccination', 'mandate', 'downplayed', 'danger', 'covid', 'everything', 'possible', 'hinder', 'biden', 'action', 'fucker', 'want', 'help']"
3751,"['doe', 'die', 'hard', 'mask', 'wearing', 'liberal', 'think', 'past', 'two', 'year', 'really', 'think', 'virus', 'threat', 'party', 'hand', 'manipulating', 'dem', 'voter', 'say', 'behind', 'closed', 'door']"
3752,"['u', 'wear', 'mask', 'u', 'naver', 'happy', 'mask']"
3753,"['dont', 'always', 'wear', 'mask', 'protect']"
3754,"['top', 'working', 'covid', 'meant', 'daily', 'testing', 'well', 'hour', 'wearing', 'mask', 'goggles', 'wa', 'miserable', 'wa', 'drinking', 'sleeping', 'le', 'wasnt', 'great', 'mood', 'ha', 'improved', 'dramatically', 'since', 'finishing', 'im', 'still', 'proud', 'work']"
3755,"['doubt', 'mind', 'covid', 'still', 'u', 'moron', 'antivax', 'anti', 'mask', 'movement']"
3756,"['think', 'aoc', 'ha', 'supported', 'policy', 'requires', 'people', 'wear', 'mask', 'eating', 'hahahahahaha']"
3757,"['like', 'teenager', 'wearing', 'face', 'mask', 'chin']"
3758,"['dont', 'always', 'wear', 'mask', 'protect']"
3759,"['doctor', 'need', 'people', 'speak', 'want', 'vax', 'ask', 'dont', 'want', 'wear', 'mask', 'able', 'need', 'joe', 'schmo', 'speaking', 'behalf', 'personal', 'health']"
3760,"['meanwhile', 'dont', 'wear', 'mask', 'protect']"
3761,"['u', 'wear', 'mask', 'u', 'naver', 'happy', 'mask']"
3762,"['youre', 'supposed', 'wear', 'mask', 'drinking', 'eating', 'check', 'cdc', 'guideline', 'doesnt', 'matter', 'support', 'people', 'like', 'aoc', 'wont', 'quarantine', 'distance', 'mask']"
3763,"['hope', 'two', 'okay', 'feel', 'better', 'soon', 'im', 'tail', 'end', 'well', 'point', 'cant', 'blame', 'cautious', 'much', 'get', 'around', 'vaccination', 'people', 'wont', 'wear', 'mask', 'protect', 'others']"
3764,"['would', 'let', 'put', 'surgical', 'mask', 'n', 'ive', 'place', 'make', 'take', 'new', 'mask', 'put', 'theyve', 'never', 'said', 'anything', 'put', 'one', 'im', 'wearing']"
3765,"['service', 'worker', 'vaxed', 'wearing', 'mask', 'celebrity', 'arent', 'covid', '19', 'class', 'warfare', 'wake', 'vaxed', 'get', 'tested', 'every', 'three', 'day', 'doesnt', 'matter', 'vaccinated', 'honey']"
3766,"['piece', 'trash', 'sent', 'executive', 'order', 'stopping', 'mask', 'mandate', 'filed', 'multiple', 'suit', 'block', 'vaccination', 'mandate', 'downplayed', 'danger', 'covid', 'everything', 'possible', 'hinder', 'biden', 'action', 'fucker', 'want', 'help']"
3767,"['doe', 'die', 'hard', 'mask', 'wearing', 'liberal', 'think', 'past', 'two', 'year', 'really', 'think', 'virus', 'threat', 'party', 'hand', 'manipulating', 'dem', 'voter', 'say', 'behind', 'closed', 'door']"
3768,"['alabama', 'low', 'quality', 'im', 'doctor', 'multiple', 'people', 'asking', 'covid', 'test', 'doctor', 'arent', 'even', 'wearing', 'mask', 'yall', 'nasty']"
3769,"['masculine', 'urge', 'wear', 'mask', 'significant', 'doe']"
3770,"['triple', 'vaxxed', 'never', 'stopped', 'wearing', 'mask', 'indoors', 'far', 'good']"
3771,"['doctor', 'need', 'people', 'speak', 'want', 'vax', 'ask', 'dont', 'want', 'wear', 'mask', 'able', 'need', 'joe', 'schmo', 'speaking', 'behalf', 'personal', 'health']"
3772,"['meanwhile', 'dont', 'wear', 'mask', 'protect']"
3773,"['u', 'wear', 'mask', 'u', 'naver', 'happy', 'mask']"
3774,"['getting', 'shot', 'wearing', 'mask', 'let', 'em', 'drop']"
3775,"['anyone', 'mn', 'want', 'catch', 'covid', 'go', 'nearest', 'fleet', 'farm', 'dad', 'made', 'go', 'mask', 'sight', 'amp', 'everyone', 'coughin', 'like', 'sport', 'lol']"
3776,"['still', 'travel', 'covid', 'yes', 'dine', 'outdoors', 'safely', 'yes', 'take', 'mask', 'eating', 'amp', 'drinking', 'yes', 'wow', 'really', 'good', 'gotcha', 'moment', 'new', 'yorkers', 'already', 'hate', 'paper', 'good', 'job', 'showing', 'state', 'shitty']"
3777,"['vaccine', 'literally', 'lessen', 'symptom', 'fully', 'vaccinated', 'booster', 'get', 'spread', 'covid', 'easily', 'mask', 'dont', 'anything', 'social', 'distancing', 'also', 'useless', 'went', 'concert', 'k', 'people', 'arent', 'dead']"
